,clearing_time
260,0.011835336685180664
261,0.012191057205200195
262,0.012604713439941406
263,0.012710332870483398
264,0.011649370193481445
265,0.01295018196105957
266,0.013206243515014648
267,0.012574911117553711
268,0.012106895446777344
269,0.01258397102355957
270,0.01306009292602539
271,0.012554645538330078
272,0.012402772903442383
273,0.013195991516113281
274,0.013556957244873047
275,0.012886285781860352
276,0.012366533279418945
277,0.012765884399414062
278,0.013460636138916016
279,0.012727737426757812
280,0.01248621940612793
281,0.013192176818847656
282,0.013988494873046875
283,0.014993906021118164
284,0.012915611267089844
285,0.013315439224243164
286,0.012805938720703125
287,0.01344919204711914
288,0.014784812927246094
289,0.014790058135986328
290,0.012689590454101562
291,0.015427350997924805
292,0.013060569763183594
293,0.013683795928955078
294,0.012923240661621094
295,0.014260053634643555
296,0.014362812042236328
297,0.014963626861572266
298,0.01334071159362793
299,0.01395273208618164
300,0.013531208038330078
301,0.013958454132080078
302,0.013294219970703125
303,0.013884782791137695
304,0.014840364456176758
305,0.01559758186340332
306,0.013820886611938477
307,0.014119625091552734
308,0.013579130172729492
309,0.014283895492553711
310,0.014675140380859375
311,0.015378475189208984
312,0.013903617858886719
313,0.01502680778503418
314,0.013748884201049805
315,0.014157295227050781
316,0.013738393783569336
317,0.014339447021484375
318,0.013840198516845703
319,0.014460563659667969
320,0.015045881271362305
321,0.015761852264404297
322,0.014314651489257812
323,0.015671968460083008
324,0.014346599578857422
325,0.014882326126098633
326,0.014166116714477539
327,0.014827251434326172
328,0.014302730560302734
329,0.015097379684448242
330,0.01432490348815918
331,0.015659093856811523
332,0.014425516128540039
333,0.014913082122802734
334,0.014400720596313477
335,0.015160799026489258
336,0.014820575714111328
337,0.015382766723632812
338,0.014735937118530273
339,0.015097856521606445
340,0.015176773071289062
341,0.01582956314086914
342,0.014962196350097656
343,0.015550613403320312
344,0.014913797378540039
345,0.015577316284179688
346,0.015416383743286133
347,0.015345335006713867
348,0.015308380126953125
349,0.0171811580657959
350,0.015413999557495117
351,0.017565250396728516
352,0.015729188919067383
353,0.01709461212158203
354,0.015719890594482422
355,0.01714634895324707
356,0.015499591827392578
357,0.017528057098388672
358,0.01556849479675293
359,0.015859603881835938
360,0.0155029296875
361,0.016078948974609375
362,0.01578664779663086
363,0.017118215560913086
364,0.015936613082885742
365,0.017768383026123047
366,0.015858888626098633
367,0.017573118209838867
368,0.016300439834594727
369,0.017348289489746094
370,0.016561269760131836
371,0.016686201095581055
372,0.01706838607788086
373,0.017542123794555664
374,0.01642322540283203
375,0.017998695373535156
376,0.01652240753173828
377,0.016709327697753906
378,0.016707658767700195
379,0.018524646759033203
380,0.017023324966430664
381,0.018182039260864258
382,0.01660919189453125
383,0.016942739486694336
384,0.016841650009155273
385,0.017839908599853516
386,0.01696467399597168
387,0.018425464630126953
388,0.017336130142211914
389,0.01844191551208496
390,0.017119169235229492
391,0.01862478256225586
392,0.017032384872436523
393,0.017395973205566406
394,0.02724623680114746
395,0.017386913299560547
396,0.018604278564453125
397,0.017322063446044922
398,0.018592357635498047
399,0.0173490047454834
400,0.018531322479248047
401,0.017333269119262695
402,0.01900315284729004
403,0.01761627197265625
404,0.018784523010253906
405,0.018036603927612305
406,0.01895451545715332
407,0.017609834671020508
408,0.01905226707458496
409,0.017735719680786133
410,0.019042253494262695
411,0.01800251007080078
412,0.019170045852661133
413,0.018021106719970703
414,0.01967024803161621
415,0.018011093139648438
416,0.019375324249267578
417,0.01826024055480957
418,0.0194242000579834
419,0.01839900016784668
420,0.019516706466674805
421,0.018816709518432617
422,0.01975727081298828
423,0.018426179885864258
424,0.01955437660217285
425,0.018606185913085938
426,0.019895553588867188
427,0.0188601016998291
428,0.020160675048828125
429,0.018958330154418945
430,0.020174503326416016
431,0.018819332122802734
432,0.020592212677001953
433,0.018704652786254883
434,0.020120859146118164
435,0.01895928382873535
436,0.020296096801757812
437,0.01905679702758789
438,0.020468473434448242
439,0.01951909065246582
440,0.019426822662353516
441,0.019527435302734375
442,0.020835161209106445
443,0.0190889835357666
444,0.02023601531982422
445,0.019905805587768555
446,0.020720243453979492
447,0.019481420516967773
448,0.020560741424560547
449,0.0195159912109375
450,0.020687103271484375
451,0.019656896591186523
452,0.019821882247924805
453,0.019792556762695312
454,0.021089792251586914
455,0.019938945770263672
456,0.021342992782592773
457,0.020068645477294922
458,0.0215914249420166
459,0.02026844024658203
460,0.02117323875427246
461,0.020220279693603516
462,0.02157735824584961
463,0.020340442657470703
464,0.0217134952545166
465,0.0201871395111084
466,0.02189469337463379
467,0.020642518997192383
468,0.021997451782226562
469,0.020418405532836914
470,0.022205591201782227
471,0.02184319496154785
472,0.020531415939331055
473,0.020953655242919922
474,0.021946430206298828
475,0.02092576026916504
476,0.02185821533203125
477,0.022050857543945312
478,0.02094888687133789
479,0.022177457809448242
480,0.021262407302856445
481,0.02112865447998047
482,0.0213625431060791
483,0.02125692367553711
484,0.022308349609375
485,0.022774457931518555
486,0.021439552307128906
487,0.02252030372619629
488,0.021933794021606445
489,0.021404266357421875
490,0.021558523178100586
491,0.02245616912841797
492,0.02200770378112793
493,0.022652864456176758
494,0.02192068099975586
495,0.021605968475341797
496,0.021886110305786133
497,0.0228579044342041
498,0.022266626358032227
499,0.023581504821777344
500,0.022852420806884766
501,0.02331829071044922
502,0.022419452667236328
503,0.02369856834411621
504,0.02354907989501953
505,0.02251744270324707
506,0.022525548934936523
507,0.023524761199951172
508,0.022321701049804688
509,0.02360701560974121
510,0.022391319274902344
511,0.02238631248474121
512,0.023375749588012695
513,0.02368903160095215
514,0.0229947566986084
515,0.022800683975219727
516,0.023959636688232422
517,0.02427840232849121
518,0.022995710372924805
519,0.023146629333496094
520,0.024202346801757812
521,0.02326059341430664
522,0.023497581481933594
523,0.024597644805908203
524,0.023180246353149414
525,0.024250268936157227
526,0.02337026596069336
527,0.02382659912109375
528,0.023999929428100586
529,0.025493621826171875
530,0.023572206497192383
531,0.02475452423095703
532,0.025246143341064453
533,0.023752927780151367
534,0.024443864822387695
535,0.024194955825805664
536,0.023945331573486328
537,0.025646686553955078
538,0.024338483810424805
539,0.024632930755615234
540,0.02524113655090332
541,0.024518966674804688
542,0.02441263198852539
543,0.02530217170715332
544,0.024604320526123047
545,0.02476978302001953
546,0.024984359741210938
547,0.02498459815979004
548,0.025828123092651367
549,0.024753808975219727
550,0.024909019470214844
551,0.024796247482299805
552,0.02506399154663086
553,0.026686429977416992
554,0.03168153762817383
555,0.024814844131469727
556,0.026659250259399414
557,0.025272369384765625
558,0.026509523391723633
559,0.02655482292175293
560,0.025519609451293945
561,0.02538132667541504
562,0.025337934494018555
563,0.025150775909423828
564,0.02540445327758789
565,0.02575993537902832
566,0.02556133270263672
567,0.025485754013061523
568,0.025523662567138672
569,0.02621316909790039
570,0.02554631233215332
571,0.027078628540039062
572,0.025757789611816406
573,0.026687145233154297
574,0.026804447174072266
575,0.02592015266418457
576,0.02650928497314453
577,0.02676701545715332
578,0.026240110397338867
579,0.02614307403564453
580,0.028503894805908203
581,0.027966976165771484
582,0.02635669708251953
583,0.026514530181884766
584,0.027400970458984375
585,0.027843713760375977
586,0.02671670913696289
587,0.026247739791870117
588,0.026836156845092773
589,0.027116060256958008
590,0.028258085250854492
591,0.027683019638061523
592,0.026722192764282227
593,0.02677774429321289
594,0.028159618377685547
595,0.026923179626464844
596,0.02693486213684082
597,0.02763056755065918
598,0.028105735778808594
599,0.027322769165039062
600,0.027120351791381836
601,0.027944326400756836
602,0.027070999145507812
603,0.027256488800048828
604,0.027147531509399414
605,0.027463912963867188
606,0.029146194458007812
607,0.027269363403320312
608,0.027436017990112305
609,0.028358936309814453
610,0.02752399444580078
611,0.02761673927307129
612,0.028467893600463867
613,0.02728104591369629
614,0.02783966064453125
615,0.028285980224609375
616,0.027829647064208984
617,0.028029918670654297
618,0.029037952423095703
619,0.02780461311340332
620,0.0280606746673584
621,0.029821157455444336
622,0.02812957763671875
623,0.02808094024658203
624,0.0281064510345459
625,0.02929544448852539
626,0.028167009353637695
627,0.028799772262573242
628,0.030182361602783203
629,0.03012824058532715
630,0.028394460678100586
631,0.028578519821166992
632,0.028805255889892578
633,0.02971029281616211
634,0.028619766235351562
635,0.028516530990600586
636,0.02991938591003418
637,0.029677391052246094
638,0.028670549392700195
639,0.028966665267944336
640,0.029003143310546875
641,0.030474185943603516
642,0.029047489166259766
643,0.030807018280029297
644,0.03030109405517578
645,0.028914451599121094
646,0.029135465621948242
647,0.03055405616760254
648,0.029501914978027344
649,0.030220985412597656
650,0.03025078773498535
651,0.029515981674194336
652,0.03071117401123047
653,0.030750513076782227
654,0.029645681381225586
655,0.029299020767211914
656,0.029705047607421875
657,0.029780149459838867
658,0.029890060424804688
659,0.030041933059692383
660,0.03088092803955078
661,0.031119823455810547
662,0.031577348709106445
663,0.031154870986938477
664,0.031160831451416016
665,0.02996349334716797
666,0.03188371658325195
667,0.0316622257232666
668,0.03171968460083008
669,0.030422210693359375
670,0.030345916748046875
671,0.03046441078186035
672,0.030467987060546875
673,0.03093576431274414
674,0.032379150390625
675,0.03136491775512695
676,0.03960227966308594
677,0.030598878860473633
678,0.030912160873413086
679,0.03294658660888672
680,0.03217720985412598
681,0.03232121467590332
682,0.030967235565185547
683,0.03186821937561035
684,0.03226304054260254
685,0.031992197036743164
686,0.033228158950805664
687,0.031157732009887695
688,0.0326991081237793
689,0.032816410064697266
690,0.03270077705383301
691,0.032384395599365234
692,0.03163647651672363
693,0.031334877014160156
694,0.03133249282836914
695,0.03154301643371582
696,0.03249239921569824
697,0.03280520439147949
698,0.033043861389160156
699,0.033209800720214844
700,0.032792091369628906
701,0.03327369689941406
702,0.0333707332611084
703,0.03302574157714844
704,0.0328214168548584
705,0.03283834457397461
706,0.03354501724243164
707,0.0330662727355957
708,0.03215193748474121
709,0.033371686935424805
710,0.032228708267211914
711,0.03211832046508789
712,0.03213930130004883
713,0.03211402893066406
714,0.03310966491699219
715,0.03361392021179199
716,0.03397059440612793
717,0.033721923828125
718,0.034012556076049805
719,0.033924102783203125
720,0.03275799751281738
721,0.03309273719787598
722,0.032917022705078125
723,0.03250002861022949
724,0.034102678298950195
725,0.03365921974182129
726,0.034310340881347656
727,0.034203529357910156
728,0.032923221588134766
729,0.03308510780334473
730,0.03358626365661621
731,0.03522658348083496
732,0.034713029861450195
733,0.034117698669433594
734,0.03441643714904785
735,0.03343057632446289
736,0.03446555137634277
737,0.03473258018493652
738,0.03469347953796387
739,0.03476238250732422
740,0.033762216567993164
741,0.03366255760192871
742,0.034563302993774414
743,0.0346529483795166
744,0.035009145736694336
745,0.035273075103759766
746,0.0337522029876709
747,0.03525948524475098
748,0.03525519371032715
749,0.03480863571166992
750,0.03513741493225098
751,0.03479909896850586
752,0.03505373001098633
753,0.03526449203491211
754,0.035330772399902344
755,0.03437495231628418
756,0.035651445388793945
757,0.03556251525878906
758,0.03553915023803711
759,0.03473353385925293
760,0.03553962707519531
761,0.03584170341491699
762,0.03577613830566406
763,0.03594350814819336
764,0.03611636161804199
765,0.03491091728210449
766,0.036545753479003906
767,0.035798072814941406
768,0.03589630126953125
769,0.035291433334350586
770,0.03623175621032715
771,0.03635454177856445
772,0.03526711463928223
773,0.0362238883972168
774,0.03686642646789551
775,0.036855220794677734
776,0.03651237487792969
777,0.038335323333740234
778,0.03659534454345703
779,0.03716754913330078
780,0.03624224662780762
781,0.037166595458984375
782,0.0472569465637207
783,0.03666949272155762
784,0.036867618560791016
785,0.03708600997924805
786,0.03713822364807129
787,0.03689932823181152
788,0.0368649959564209
789,0.036089420318603516
790,0.03714704513549805
791,0.03737592697143555
792,0.03721761703491211
793,0.037825822830200195
794,0.03736591339111328
795,0.03774237632751465
796,0.03601884841918945
797,0.037812232971191406
798,0.03755974769592285
799,0.03722405433654785
800,0.037858009338378906
801,0.03671860694885254
802,0.03788495063781738
803,0.03798222541809082
804,0.03823566436767578
805,0.037895917892456055
806,0.03776359558105469
807,0.03818392753601074
808,0.03798365592956543
809,0.03809523582458496
810,0.03862428665161133
811,0.038439273834228516
812,0.038590431213378906
813,0.038398027420043945
814,0.0383303165435791
815,0.03838682174682617
816,0.038936614990234375
817,0.03879904747009277
818,0.03872084617614746
819,0.03839874267578125
820,0.03792858123779297
821,0.03892207145690918
822,0.03869175910949707
823,0.03828835487365723
824,0.03885602951049805
825,0.03844261169433594
826,0.03879284858703613
827,0.03901028633117676
828,0.039118051528930664
829,0.03953289985656738
830,0.03928399085998535
831,0.03877735137939453
832,0.03910636901855469
833,0.03946185111999512
834,0.046135663986206055
835,0.03897452354431152
836,0.03970456123352051
837,0.03946280479431152
838,0.039089202880859375
839,0.039449453353881836
840,0.04038500785827637
841,0.03953242301940918
842,0.039895057678222656
843,0.040166378021240234
844,0.0397341251373291
845,0.04014754295349121
846,0.039774179458618164
847,0.03985881805419922
848,0.040270328521728516
849,0.03975248336791992
850,0.0404355525970459
851,0.0402224063873291
852,0.03991389274597168
853,0.04016304016113281
854,0.04029226303100586
855,0.04017472267150879
856,0.040404319763183594
857,0.04053664207458496
858,0.040897369384765625
859,0.04067635536193848
860,0.04363250732421875
861,0.043924570083618164
862,0.040671586990356445
863,0.04087328910827637
864,0.04097485542297363
865,0.040625810623168945
866,0.04102587699890137
867,0.0404057502746582
868,0.041074514389038086
869,0.04053664207458496
870,0.04107832908630371
871,0.04115629196166992
872,0.04119110107421875
873,0.04155421257019043
874,0.040940284729003906
875,0.04130959510803223
876,0.04152083396911621
877,0.04140591621398926
878,0.04114198684692383
879,0.04248785972595215
880,0.04113173484802246
881,0.041893959045410156
882,0.052176713943481445
883,0.046929121017456055
884,0.042489051818847656
885,0.04179549217224121
886,0.04210925102233887
887,0.041927337646484375
888,0.042566776275634766
889,0.04189586639404297
890,0.042491912841796875
891,0.042188167572021484
892,0.04258155822753906
893,0.04280734062194824
894,0.04390072822570801
895,0.04267549514770508
896,0.04201626777648926
897,0.04209566116333008
898,0.042856693267822266
899,0.04256415367126465
900,0.042417287826538086
901,0.04295778274536133
902,0.042313337326049805
903,0.04268789291381836
904,0.04301142692565918
905,0.04266476631164551
906,0.04302668571472168
907,0.0426638126373291
908,0.04299283027648926
909,0.04361081123352051
910,0.0429384708404541
911,0.04321455955505371
912,0.04303908348083496
913,0.04292440414428711
914,0.04329371452331543
915,0.044851064682006836
916,0.043212890625
917,0.04312467575073242
918,0.04330730438232422
919,0.04381752014160156
920,0.04339456558227539
921,0.043766021728515625
922,0.05066967010498047
923,0.04378819465637207
924,0.04403233528137207
925,0.044179677963256836
926,0.04399824142456055
927,0.04370450973510742
928,0.04434323310852051
929,0.04405975341796875
930,0.04416203498840332
931,0.044834136962890625
932,0.0439145565032959
933,0.0439000129699707
934,0.0444796085357666
935,0.04423809051513672
936,0.04584670066833496
937,0.04477071762084961
938,0.04407238960266113
939,0.04470109939575195
940,0.043940067291259766
941,0.04518270492553711
942,0.044825077056884766
943,0.044838905334472656
944,0.044332027435302734
945,0.0449826717376709
946,0.04491233825683594
947,0.04487872123718262
948,0.04507946968078613
949,0.044756174087524414
950,0.04518461227416992
951,0.04599475860595703
952,0.04530525207519531
953,0.045113563537597656
954,0.04526233673095703
955,0.04557681083679199
956,0.04484081268310547
957,0.045522451400756836
958,0.045215606689453125
959,0.0453333854675293
960,0.04546022415161133
961,0.04544234275817871
962,0.045255184173583984
963,0.04517006874084473
964,0.045746564865112305
965,0.04600071907043457
966,0.04571390151977539
967,0.04547524452209473
968,0.04607105255126953
969,0.046080827713012695
970,0.04610323905944824
971,0.0462038516998291
972,0.04625058174133301
973,0.0457763671875
974,0.046158790588378906
975,0.04599428176879883
976,0.04619789123535156
977,0.04639935493469238
978,0.04624128341674805
979,0.04613637924194336
980,0.046796560287475586
981,0.04670453071594238
982,0.04658102989196777
983,0.04679369926452637
984,0.046402931213378906
985,0.04659390449523926
986,0.046623945236206055
987,0.04732108116149902
988,0.04684710502624512
989,0.04680776596069336
990,0.04733610153198242
991,0.046896934509277344
992,0.04738807678222656
993,0.04695749282836914
994,0.04726600646972656
995,0.04718661308288574
996,0.04669380187988281
997,0.047702789306640625
998,0.04662966728210449
999,0.04720640182495117
1000,0.04721951484680176
1001,0.04780864715576172
1002,0.04776191711425781
1003,0.047487497329711914
1004,0.047809600830078125
1005,0.04780292510986328
1006,0.04775047302246094
1007,0.04753398895263672
1008,0.0478215217590332
1009,0.04940342903137207
1010,0.04783916473388672
1011,0.047879934310913086
1012,0.04821014404296875
1013,0.04774141311645508
1014,0.047566890716552734
1015,0.04801630973815918
1016,0.04804849624633789
1017,0.048200130462646484
1018,0.0481719970703125
1019,0.05341053009033203
1020,0.05138444900512695
1021,0.04854536056518555
1022,0.04815816879272461
1023,0.04815340042114258
1024,0.04887080192565918
1025,0.04863786697387695
1026,0.0488436222076416
1027,0.04864144325256348
1028,0.048673152923583984
1029,0.04855465888977051
1030,0.048416852951049805
1031,0.04895973205566406
1032,0.04881906509399414
1033,0.0487215518951416
1034,0.048675537109375
1035,0.048928022384643555
1036,0.048972368240356445
1037,0.049143314361572266
1038,0.04910087585449219
1039,0.04952526092529297
1040,0.04885268211364746
1041,0.049204349517822266
1042,0.04941964149475098
1043,0.04915952682495117
1044,0.04974031448364258
1045,0.04918789863586426
1046,0.04942631721496582
1047,0.04947209358215332
1048,0.049840450286865234
1049,0.050794363021850586
1050,0.0490264892578125
1051,0.04958009719848633
1052,0.04954957962036133
1053,0.04932832717895508
1054,0.05007672309875488
1055,0.04978442192077637
1056,0.049874305725097656
1057,0.0496983528137207
1058,0.05046653747558594
1059,0.0496065616607666
1060,0.04995465278625488
1061,0.04988288879394531
1062,0.049963951110839844
1063,0.050218820571899414
1064,0.05008673667907715
1065,0.05143857002258301
1066,0.05022692680358887
1067,0.05017495155334473
1068,0.05074024200439453
1069,0.05040335655212402
1070,0.05086565017700195
1071,0.05037665367126465
1072,0.0504307746887207
1073,0.05069923400878906
1074,0.050611257553100586
1075,0.05796933174133301
1076,0.051154136657714844
1077,0.05033612251281738
1078,0.051422834396362305
1079,0.050965070724487305
1080,0.05083513259887695
1081,0.05086231231689453
1082,0.05109047889709473
1083,0.05089712142944336
1084,0.05123448371887207
1085,0.051544904708862305
1086,0.0516359806060791
1087,0.051206111907958984
1088,0.051287174224853516
1089,0.05124950408935547
1090,0.05143332481384277
1091,0.05194664001464844
1092,0.05164694786071777
1093,0.05118107795715332
1094,0.051682472229003906
1095,0.05179476737976074
1096,0.05144691467285156
1097,0.05218148231506348
1098,0.052286624908447266
1099,0.051843881607055664
1100,0.05193901062011719
1101,0.05203700065612793
1102,0.05165886878967285
1103,0.05151224136352539
1104,0.05255889892578125
1105,0.05201220512390137
1106,0.05198264122009277
1107,0.052440643310546875
1108,0.05224418640136719
1109,0.05189919471740723
1110,0.0529484748840332
1111,0.052783966064453125
1112,0.052843570709228516
1113,0.05250191688537598
1114,0.05250859260559082
1115,0.0526731014251709
1116,0.053119659423828125
1117,0.052956581115722656
1118,0.053054094314575195
1119,0.05320405960083008
1120,0.05330038070678711
1121,0.05290365219116211
1122,0.05271601676940918
1123,0.053108930587768555
1124,0.05252480506896973
1125,0.06077432632446289
1126,0.05324363708496094
1127,0.05334877967834473
1128,0.05424070358276367
1129,0.05369424819946289
1130,0.05379819869995117
1131,0.05368685722351074
1132,0.05308341979980469
1133,0.05355119705200195
1134,0.05354809761047363
1135,0.05455732345581055
1136,0.053981781005859375
1137,0.05350160598754883
1138,0.05454707145690918
1139,0.054691314697265625
1140,0.053975820541381836
1141,0.05416393280029297
1142,0.053507089614868164
1143,0.054990291595458984
1144,0.053308725357055664
1145,0.053888797760009766
1146,0.05485653877258301
1147,0.054193973541259766
1148,0.035005807876586914
1149,0.054482221603393555
1150,0.05435490608215332
1151,0.05475735664367676
1152,0.05486154556274414
1153,0.054224252700805664
1154,0.055101633071899414
1155,0.05419516563415527
1156,0.05495476722717285
1157,0.0545804500579834
1158,0.054840803146362305
1159,0.05734729766845703
1160,0.06914997100830078
1161,0.054935455322265625
1162,0.054874420166015625
1163,0.055556535720825195
1164,0.055238962173461914
1165,0.05510377883911133
1166,0.05494976043701172
1167,0.054872989654541016
1168,0.055121660232543945
1169,0.05498838424682617
1170,0.05530953407287598
1171,0.05545926094055176
1172,0.05591845512390137
1173,0.05585789680480957
1174,0.055364131927490234
1175,0.058559417724609375
1176,0.056337833404541016
1177,0.05605435371398926
1178,0.05588126182556152
1179,0.055426836013793945
1180,0.05591988563537598
1181,0.05568575859069824
1182,0.05541682243347168
1183,0.056189537048339844
1184,0.05567526817321777
1185,0.05569720268249512
1186,0.05582094192504883
1187,0.05576491355895996
1188,0.055664777755737305
1189,0.05632209777832031
1190,0.056084394454956055
1191,0.05608940124511719
1192,0.05619955062866211
1193,0.05592989921569824
1194,0.06081247329711914
1195,0.05815625190734863
1196,0.0794060230255127
1197,0.060996294021606445
1198,0.05881977081298828
1199,0.05816912651062012
1200,0.0703282356262207
1201,0.057646751403808594
1202,0.05847477912902832
1203,0.05735659599304199
1204,0.05722308158874512
1205,0.05722236633300781
1206,0.07270574569702148
1207,0.06438970565795898
1208,0.05969643592834473
1209,0.05867290496826172
1210,0.05966901779174805
1211,0.06063556671142578
1212,0.05867743492126465
1213,0.056975603103637695
1214,0.057633161544799805
1215,0.0582888126373291
1216,0.057585716247558594
1217,0.05813932418823242
1218,0.058213233947753906
1219,0.05799293518066406
1220,0.05845069885253906
1221,0.05743002891540527
1222,0.05787372589111328
1223,0.05803227424621582
1224,0.057558536529541016
1225,0.05839872360229492
1226,0.0579218864440918
1227,0.05868649482727051
1228,0.0581209659576416
1229,0.05768394470214844
1230,0.05830883979797363
1231,0.05787205696105957
1232,0.05836892127990723
1233,0.05815291404724121
1234,0.05829334259033203
1235,0.058281660079956055
1236,0.05931425094604492
1237,0.05849480628967285
1238,0.05894112586975098
1239,0.05932736396789551
1240,0.0590205192565918
1241,0.05892062187194824
1242,0.05957841873168945
1243,0.06074333190917969
