id,run,city,start_time,end_time,player_dir,tmy,month,slack_node,flexible_houses,PV_share,EV_share,Batt_share,line_capacity,market_data,EV_data,EV_speed,p_max,load_forecast,unresp_factor,fixed_tariff,interval,allocation_rule,delta,ref_price,price_intervals,which_price,include_SO,prec,M,Comment
100,FinalReport2,SanDiego,2015-07-15 00:00,2015-07-16 23:59,players_SanDiego_2015,722900TYA.tmy3,july,node_149,0,0,0.25,0,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,fast,100,myopic,1,FALSE,300,by_award,3,historical,12,DA,FALSE,4,10000," FastCharging, through batt"
101,FinalReport2,SanDiego,2015-07-15 00:00,2015-07-16 23:59,players_SanDiego_2015,722900TYA.tmy3,july,node_149,0,0,0.25,0,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,slow,100,myopic,1,FALSE,300,by_award,3,historical,12,DA,FALSE,4,10000,"No fast charging, through batt"
102,FinalReport2,SanDiego,2015-07-15 00:00,2015-07-16 23:59,players_SanDiego_2015,722900TYA.tmy3,july,node_149,0,0,0.5,0,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,fast,100,myopic,1,FALSE,300,by_award,3,historical,12,DA,FALSE,4,10000,Test - only file creation
103,FinalReport2,SanDiego,2015-01-12 00:00,2015-01-18 23:59,players_SanDiego_2015,722900TYA.tmy3,Jan,node_149,1120,0,0,0,1600,CAISO_KETTNER_2015_1.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,288,DA,FALSE,4,10000,vs 70 - forward prices
104,FinalReport2,SanDiego,2015-07-13 00:00,2015-07-19 23:59,players_SanDiego_2015,722900TYA.tmy3,Jul,node_149,1120,0,0,0,1600,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,288,DA,FALSE,4,10000,vs 71 - forward prices
105,FinalReport2,SanDiego,2015-10-12 00:00,2015-10-18 23:59,players_SanDiego_2015,722900TYA.tmy3,Oct,node_149,1120,0,0,0,1600,CAISO_KETTNER_2015_10.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,288,DA,FALSE,4,10000,vs 72 - forward prices
106,FinalReport2,SanDiego,2015-01-12 00:00,2015-01-18 23:59,players_SanDiego_2015,722900TYA.tmy3,Jan,node_149,1120,0,0,0,5000,CAISO_KETTNER_2015_1.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,12,DA,FALSE,4,10000,vs 70 - forward prices
107,FinalReport2,SanDiego,2015-07-13 00:00,2015-07-19 23:59,players_SanDiego_2015,722900TYA.tmy3,Jul,node_149,1120,0,0,0,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,12,DA,FALSE,4,10000,vs 71 - forward prices
108,FinalReport2,SanDiego,2015-10-12 00:00,2015-10-18 23:59,players_SanDiego_2015,722900TYA.tmy3,Oct,node_149,1120,0,0,0,5000,CAISO_KETTNER_2015_10.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,12,DA,FALSE,4,10000,vs 72 - forward prices
109,FinalReport2,SanDiego,2015-01-12 00:00,2015-01-18 23:59,players_SanDiego_2015,722900TYA.tmy3,Jan,node_149,0,0.25,0.1,0.1,5000,CAISO_KETTNER_2015_1.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,36,DA,FALSE,4,10000,market for EV+PV+batt only-not finished yet
110,FinalReport2,SanDiego,2015-07-15 00:00,2015-07-16 23:59,players_SanDiego_2015,722900TYA.tmy3,Jul,node_149,0,0.25,0.1,0.1,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,normal,100,perfect,1,FALSE,300,by_award,3,forward,36,DA,FALSE,4,10000,market for EV+PV+batt only
111,FinalReport2,SanDiego,2015-07-15 00:00,2015-07-16 23:59,players_SanDiego_2015,722900TYA.tmy3,july,node_149,1120,0,0,0,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,normal,100,myopic,1,FALSE,300,by_award,3,forward,12,DA,FALSE,4,10000,forward 1h
112,FinalReport2,SanDiego,2015-07-15 00:00,2015-07-16 23:59,players_SanDiego_2015,722900TYA.tmy3,july,node_149,1120,0,0,0,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,normal,100,myopic,1,FALSE,300,by_award,3,forward,36,DA,FALSE,4,10000,forward 3h
113,FinalReport2,SanDiego,2015-07-15 00:00,2015-07-16 23:59,players_SanDiego_2015,722900TYA.tmy3,july,node_149,1120,0,0,0,5000,CAISO_KETTNER_2015_7.csv,EV_events_2015_july.csv,normal,100,myopic,1,FALSE,300,by_award,3,forward,24,DA,FALSE,4,10000,forward 2h
