,EV_B1_N47_C_1112,EV_B1_N47_C_1112_u,EV_B1_N47_C_1112_SOC,EV_B1_N62_C_0285,EV_B1_N62_C_0285_u,EV_B1_N62_C_0285_SOC,EV_B1_N30_A_0434,EV_B1_N30_A_0434_u,EV_B1_N30_A_0434_SOC,EV_B1_N64_B_1040,EV_B1_N64_B_1040_u,EV_B1_N64_B_1040_SOC,EV_B1_N99_B_0585,EV_B1_N99_B_0585_u,EV_B1_N99_B_0585_SOC,EV_B1_N79_A_0626,EV_B1_N79_A_0626_u,EV_B1_N79_A_0626_SOC,EV_B1_N64_B_0918,EV_B1_N64_B_0918_u,EV_B1_N64_B_0918_SOC,EV_B1_N43_B_0922,EV_B1_N43_B_0922_u,EV_B1_N43_B_0922_SOC,EV_B1_N79_A_0482,EV_B1_N79_A_0482_u,EV_B1_N79_A_0482_SOC,EV_B1_N65_B_0813,EV_B1_N65_B_0813_u,EV_B1_N65_B_0813_SOC,EV_B1_N20_A_0968,EV_B1_N20_A_0968_u,EV_B1_N20_A_0968_SOC,EV_B1_N107_B_0856,EV_B1_N107_B_0856_u,EV_B1_N107_B_0856_SOC,EV_B1_N65_C_1063,EV_B1_N65_C_1063_u,EV_B1_N65_C_1063_SOC,EV_B1_N103_C_0028,EV_B1_N103_C_0028_u,EV_B1_N103_C_0028_SOC,EV_B1_N76_A_1228,EV_B1_N76_A_1228_u,EV_B1_N76_A_1228_SOC,EV_B1_N30_A_0492,EV_B1_N30_A_0492_u,EV_B1_N30_A_0492_SOC,EV_B1_N49_B_1187,EV_B1_N49_B_1187_u,EV_B1_N49_B_1187_SOC,EV_B1_N95_B_0536,EV_B1_N95_B_0536_u,EV_B1_N95_B_0536_SOC,EV_B1_N102_C_0441,EV_B1_N102_C_0441_u,EV_B1_N102_C_0441_SOC,EV_B1_N48_A_1099,EV_B1_N48_A_1099_u,EV_B1_N48_A_1099_SOC,EV_B1_N5_C_0052,EV_B1_N5_C_0052_u,EV_B1_N5_C_0052_SOC,EV_B1_N5_C_0357,EV_B1_N5_C_0357_u,EV_B1_N5_C_0357_SOC,EV_B1_N48_C_0710,EV_B1_N48_C_0710_u,EV_B1_N48_C_0710_SOC,EV_B1_N62_C_0776,EV_B1_N62_C_0776_u,EV_B1_N62_C_0776_SOC,EV_B1_N16_C_0458,EV_B1_N16_C_0458_u,EV_B1_N16_C_0458_SOC,EV_B1_N49_A_0642,EV_B1_N49_A_0642_u,EV_B1_N49_A_0642_SOC,EV_B1_N76_A_1065,EV_B1_N76_A_1065_u,EV_B1_N76_A_1065_SOC,EV_B1_N65_C_1171,EV_B1_N65_C_1171_u,EV_B1_N65_C_1171_SOC,EV_B1_N106_B_0479,EV_B1_N106_B_0479_u,EV_B1_N106_B_0479_SOC,EV_B1_N47_B_0631,EV_B1_N47_B_0631_u,EV_B1_N47_B_0631_SOC,EV_B1_N65_C_1155,EV_B1_N65_C_1155_u,EV_B1_N65_C_1155_SOC,EV_B1_N47_C_0511,EV_B1_N47_C_0511_u,EV_B1_N47_C_0511_SOC,EV_B1_N76_A_1054,EV_B1_N76_A_1054_u,EV_B1_N76_A_1054_SOC,EV_B1_N48_A_1203,EV_B1_N48_A_1203_u,EV_B1_N48_A_1203_SOC,EV_B1_N41_C_0074,EV_B1_N41_C_0074_u,EV_B1_N41_C_0074_SOC,EV_B1_N16_C_0125,EV_B1_N16_C_0125_u,EV_B1_N16_C_0125_SOC,EV_B1_N66_C_1215,EV_B1_N66_C_1215_u,EV_B1_N66_C_1215_SOC,EV_B1_N33_A_0049,EV_B1_N33_A_0049_u,EV_B1_N33_A_0049_SOC,EV_B1_N56_B_0392,EV_B1_N56_B_0392_u,EV_B1_N56_B_0392_SOC,EV_B1_N98_A_0602,EV_B1_N98_A_0602_u,EV_B1_N98_A_0602_SOC,EV_B1_N47_B_0729,EV_B1_N47_B_0729_u,EV_B1_N47_B_0729_SOC,EV_B1_N48_B_1024,EV_B1_N48_B_1024_u,EV_B1_N48_B_1024_SOC,EV_B1_N76_A_1085,EV_B1_N76_A_1085_u,EV_B1_N76_A_1085_SOC,EV_B1_N17_C_0019,EV_B1_N17_C_0019_u,EV_B1_N17_C_0019_SOC,EV_B1_N22_B_1020,EV_B1_N22_B_1020_u,EV_B1_N22_B_1020_SOC,EV_B1_N45_A_0266,EV_B1_N45_A_0266_u,EV_B1_N45_A_0266_SOC,EV_B1_N83_C_0310,EV_B1_N83_C_0310_u,EV_B1_N83_C_0310_SOC,EV_B1_N107_B_0883,EV_B1_N107_B_0883_u,EV_B1_N107_B_0883_SOC,EV_B1_N34_C_0368,EV_B1_N34_C_0368_u,EV_B1_N34_C_0368_SOC,EV_B1_N103_C_0819,EV_B1_N103_C_0819_u,EV_B1_N103_C_0819_SOC,EV_B1_N48_B_0775,EV_B1_N48_B_0775_u,EV_B1_N48_B_0775_SOC,EV_B1_N64_B_0436,EV_B1_N64_B_0436_u,EV_B1_N64_B_0436_SOC,EV_B1_N12_B_0293,EV_B1_N12_B_0293_u,EV_B1_N12_B_0293_SOC,EV_B1_N76_C_1127,EV_B1_N76_C_1127_u,EV_B1_N76_C_1127_SOC,EV_B1_N48_C_0874,EV_B1_N48_C_0874_u,EV_B1_N48_C_0874_SOC,EV_B1_N94_A_0858,EV_B1_N94_A_0858_u,EV_B1_N94_A_0858_SOC,EV_B1_N69_A_1096,EV_B1_N69_A_1096_u,EV_B1_N69_A_1096_SOC,EV_B1_N90_B_0528,EV_B1_N90_B_0528_u,EV_B1_N90_B_0528_SOC,EV_B1_N107_B_0165,EV_B1_N107_B_0165_u,EV_B1_N107_B_0165_SOC,EV_B1_N49_B_0708,EV_B1_N49_B_0708_u,EV_B1_N49_B_0708_SOC,EV_B1_N33_A_0666,EV_B1_N33_A_0666_u,EV_B1_N33_A_0666_SOC,EV_B1_N106_B_0093,EV_B1_N106_B_0093_u,EV_B1_N106_B_0093_SOC,EV_B1_N77_B_0509,EV_B1_N77_B_0509_u,EV_B1_N77_B_0509_SOC,EV_B1_N52_A_0497,EV_B1_N52_A_0497_u,EV_B1_N52_A_0497_SOC,EV_B1_N77_B_0929,EV_B1_N77_B_0929_u,EV_B1_N77_B_0929_SOC,EV_B1_N11_A_0987,EV_B1_N11_A_0987_u,EV_B1_N11_A_0987_SOC,EV_B1_N113_A_0925,EV_B1_N113_A_0925_u,EV_B1_N113_A_0925_SOC,EV_B1_N71_A_0924,EV_B1_N71_A_0924_u,EV_B1_N71_A_0924_SOC,EV_B1_N74_C_0730,EV_B1_N74_C_0730_u,EV_B1_N74_C_0730_SOC,EV_B1_N109_A_1050,EV_B1_N109_A_1050_u,EV_B1_N109_A_1050_SOC,EV_B1_N69_A_0411,EV_B1_N69_A_0411_u,EV_B1_N69_A_0411_SOC,EV_B1_N35_A_0073,EV_B1_N35_A_0073_u,EV_B1_N35_A_0073_SOC,EV_B1_N59_B_0214,EV_B1_N59_B_0214_u,EV_B1_N59_B_0214_SOC,EV_B1_N32_C_0116,EV_B1_N32_C_0116_u,EV_B1_N32_C_0116_SOC,EV_B1_N35_A_0789,EV_B1_N35_A_0789_u,EV_B1_N35_A_0789_SOC,EV_B1_N30_A_0402,EV_B1_N30_A_0402_u,EV_B1_N30_A_0402_SOC,EV_B1_N87_B_0843,EV_B1_N87_B_0843_u,EV_B1_N87_B_0843_SOC,EV_B1_N24_C_0177,EV_B1_N24_C_0177_u,EV_B1_N24_C_0177_SOC,EV_B1_N84_C_0112,EV_B1_N84_C_0112_u,EV_B1_N84_C_0112_SOC,EV_B1_N1_A_0203,EV_B1_N1_A_0203_u,EV_B1_N1_A_0203_SOC,EV_B1_N31_C_0504,EV_B1_N31_C_0504_u,EV_B1_N31_C_0504_SOC,EV_B1_N65_C_1008,EV_B1_N65_C_1008_u,EV_B1_N65_C_1008_SOC,EV_B1_N87_B_0109,EV_B1_N87_B_0109_u,EV_B1_N87_B_0109_SOC,EV_B1_N100_C_0352,EV_B1_N100_C_0352_u,EV_B1_N100_C_0352_SOC,EV_B1_N48_A_0274,EV_B1_N48_A_0274_u,EV_B1_N48_A_0274_SOC,EV_B1_N65_A_0722,EV_B1_N65_A_0722_u,EV_B1_N65_A_0722_SOC,EV_B1_N49_A_0515,EV_B1_N49_A_0515_u,EV_B1_N49_A_0515_SOC,EV_B1_N9_A_0899,EV_B1_N9_A_0899_u,EV_B1_N9_A_0899_SOC,EV_B1_N43_B_0319,EV_B1_N43_B_0319_u,EV_B1_N43_B_0319_SOC,EV_B1_N76_A_0845,EV_B1_N76_A_0845_u,EV_B1_N76_A_0845_SOC,EV_B1_N64_B_0544,EV_B1_N64_B_0544_u,EV_B1_N64_B_0544_SOC,EV_B1_N52_A_0055,EV_B1_N52_A_0055_u,EV_B1_N52_A_0055_SOC,EV_B1_N41_C_0435,EV_B1_N41_C_0435_u,EV_B1_N41_C_0435_SOC,EV_B1_N49_B_1108,EV_B1_N49_B_1108_u,EV_B1_N49_B_1108_SOC,EV_B1_N19_A_0894,EV_B1_N19_A_0894_u,EV_B1_N19_A_0894_SOC,EV_B1_N41_C_0557,EV_B1_N41_C_0557_u,EV_B1_N41_C_0557_SOC,EV_B1_N107_B_1018,EV_B1_N107_B_1018_u,EV_B1_N107_B_1018_SOC,EV_B1_N49_C_0520,EV_B1_N49_C_0520_u,EV_B1_N49_C_0520_SOC,EV_B1_N55_A_0194,EV_B1_N55_A_0194_u,EV_B1_N55_A_0194_SOC,EV_B1_N85_C_1027,EV_B1_N85_C_1027_u,EV_B1_N85_C_1027_SOC,EV_B1_N106_B_0671,EV_B1_N106_B_0671_u,EV_B1_N106_B_0671_SOC,EV_B1_N24_C_0237,EV_B1_N24_C_0237_u,EV_B1_N24_C_0237_SOC,EV_B1_N107_B_0875,EV_B1_N107_B_0875_u,EV_B1_N107_B_0875_SOC,EV_B1_N48_B_1154,EV_B1_N48_B_1154_u,EV_B1_N48_B_1154_SOC,EV_B1_N62_C_0777,EV_B1_N62_C_0777_u,EV_B1_N62_C_0777_SOC,EV_B1_N64_B_1009,EV_B1_N64_B_1009_u,EV_B1_N64_B_1009_SOC,EV_B1_N24_C_0489,EV_B1_N24_C_0489_u,EV_B1_N24_C_0489_SOC,EV_B1_N64_B_0465,EV_B1_N64_B_0465_u,EV_B1_N64_B_0465_SOC,EV_B1_N53_A_1057,EV_B1_N53_A_1057_u,EV_B1_N53_A_1057_SOC,EV_B1_N92_C_0193,EV_B1_N92_C_0193_u,EV_B1_N92_C_0193_SOC,EV_B1_N48_C_1123,EV_B1_N48_C_1123_u,EV_B1_N48_C_1123_SOC,EV_B1_N65_B_0288,EV_B1_N65_B_0288_u,EV_B1_N65_B_0288_SOC,EV_B1_N73_C_0734,EV_B1_N73_C_0734_u,EV_B1_N73_C_0734_SOC,EV_B1_N47_A_0261,EV_B1_N47_A_0261_u,EV_B1_N47_A_0261_SOC,EV_B1_N104_C_0331,EV_B1_N104_C_0331_u,EV_B1_N104_C_0331_SOC,EV_B1_N94_A_0839,EV_B1_N94_A_0839_u,EV_B1_N94_A_0839_SOC,EV_B1_N35_A_0706,EV_B1_N35_A_0706_u,EV_B1_N35_A_0706_SOC,EV_B1_N53_A_0320,EV_B1_N53_A_0320_u,EV_B1_N53_A_0320_SOC,EV_B1_N113_A_1079,EV_B1_N113_A_1079_u,EV_B1_N113_A_1079_SOC,EV_B1_N70_A_0493,EV_B1_N70_A_0493_u,EV_B1_N70_A_0493_SOC,EV_B1_N76_C_0653,EV_B1_N76_C_0653_u,EV_B1_N76_C_0653_SOC,EV_B1_N66_C_1019,EV_B1_N66_C_1019_u,EV_B1_N66_C_1019_SOC,EV_B1_N82_A_0048,EV_B1_N82_A_0048_u,EV_B1_N82_A_0048_SOC,EV_B1_N20_A_0832,EV_B1_N20_A_0832_u,EV_B1_N20_A_0832_SOC
0,2016-07-05 09:07:42,6.9234,0.24972273366298448,2016-07-01 22:50:45,6.80905,0.5376980505397668,2016-07-01 18:08:49,1.79555,0.2209314910422304,2016-07-01 00:00:00,6.4608,0.5,2016-07-01 13:46:07,3.3656,0.48696318357074847,2016-07-01 00:00:00,6.6968,0.292381823820168,2016-07-01 20:59:03,2.93065,0.45139876714910543,2016-07-01 14:09:26,3.5854749999999997,0.6154557542759507,2016-07-01 14:09:26,3.5854749999999997,0.38908775187208094,2016-07-01 00:00:00,3.7148,0.5,2016-07-01 13:46:07,3.3656,0.7337792489989248,2016-07-01 00:00:00,0.0073,0.5,2016-07-01 00:00:00,6.5048,0.5,2016-07-01 08:10:38,5.551779999999999,0.39188764378288776,2016-07-05 15:22:30,5.744,0.6294372545398383,2016-07-01 00:00:00,3.7148,0.5,2016-07-01 00:00:00,6.002000000000001,0.5,2016-07-01 13:46:07,3.3656,0.6804468139032334,2016-07-01 23:00:00,2.2880000000000003,0.6303195700255971,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-01 00:00:00,6.3851,0.5,2016-07-01 00:00:00,3.7504,0.5,2016-07-01 14:16:15,6.94065,0.3640271510795553,2016-07-01 00:00:00,7.3876,0.5,2016-07-01 00:00:00,2.9481,0.5,2016-07-01 00:00:00,0.9853500000000001,0.5,2016-07-01 00:00:00,7.4664,0.5,2016-07-01 00:00:00,6.4094,0.5,2016-07-01 00:00:00,25.28975,0.5,2016-07-01 00:00:00,6.4608,0.5,2016-07-01 13:46:07,3.3656,0.8255252592057405,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-03 17:56:15,6.8058499999999995,0.9451787268533871,2016-07-01 00:00:00,7.3876,0.5,2016-07-05 23:01:27,3.5153,0.9878114189792966,2016-07-05 15:22:30,5.744,0.3498793638067197,2016-07-01 00:00:00,7.1084,0.5,2016-07-05 09:07:42,6.9234,0.30946629925296326,2016-07-01 00:00:00,1.5652,0.5,2016-07-01 23:00:00,5.0874,0.3770087106454716,2016-07-04 07:15:00,3.3142,0.7105864866924316,2016-07-01 14:09:26,3.5854749999999997,0.6888520940476668,2016-07-05 11:42:20,3.32325,0.7932290244844962,2016-07-01 00:00:00,0.0392,0.5,2016-07-01 14:09:26,3.5854749999999997,0.4003954693117713,2016-07-01 00:30:40,6.3938,0.7388506784187638,2016-07-01 00:00:00,0.9853500000000001,0.5,2016-07-01 00:00:00,6.3851,0.5,2016-07-01 12:51:50,2.7405999999999997,0.7018510167249608,2016-07-01 00:00:00,0.0073,0.5,2016-07-01 14:09:26,3.5854749999999997,0.9613441274078915,2016-07-05 00:30:00,6.4611,0.26794094160731263,2016-07-01 23:00:00,5.0874,0.9025883910398083,2016-07-05 09:07:42,6.9234,0.3495989029492528,2016-07-01 08:10:38,5.551779999999999,0.9054558936947852,2016-07-01 00:00:00,7.0228,0.5,2016-07-04 07:15:00,3.3142,0.781587921288823,2016-07-01 00:00:00,0.0392,0.5,2016-07-01 21:00:00,3.6498333333333335,0.3408497069638555,2016-07-05 15:22:30,5.744,0.2713288994643242,2016-07-01 00:00:00,6.7604,0.5,2016-07-01 00:00:00,2.9378,0.5,2016-07-01 00:00:00,0.0073,0.5,2016-07-01 00:00:00,3.7504,0.5,2016-07-01 00:00:00,6.6968,0.3759901231073053,2016-07-01 00:00:00,7.4664,0.5,2016-07-01 00:00:00,6.7644,0.7129957950978343,2016-07-01 15:52:31,6.389975,0.22323938991984482,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-01 00:00:00,7.1084,0.5,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-03 17:56:15,6.8058499999999995,0.2975722149278416,2016-07-03 17:56:15,6.8058499999999995,0.5494498253049309,2016-07-03 17:56:15,6.8058499999999995,0.2101292338200761,2016-07-01 14:16:15,6.94065,0.44302963647279,2016-07-01 00:00:00,7.3876,0.5,2016-07-01 00:00:00,7.0228,0.5,2016-07-03 08:54:51,7.02405,0.7659274700411942,2016-07-01 00:00:00,6.6968,0.6345662329235098,2016-07-03 08:54:51,7.02405,0.9770462368274864,2016-07-01 00:00:00,4.2104,0.5,2016-07-01 00:00:00,7.4664,0.5,2016-07-01 00:00:00,0.0392,0.5,2016-07-01 08:10:38,5.551779999999999,0.9808788140373217,2016-07-01 09:36:20,3.2120499999999996,0.25049292807705315,2016-07-01 00:00:00,6.4914,0.5,2016-07-01 00:00:00,6.7644,0.79416640360023,2016-07-03 23:00:00,7.45125,0.7339151586625203,2016-07-01 00:00:00,6.4608,0.5,2016-07-05 15:22:30,5.744,0.813583560421369,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-05 23:01:27,3.5153,0.8492383948837283,2016-07-01 21:00:00,3.6498333333333335,0.3524947861675414,2016-07-02 16:43:01,3.1927,0.6641539591114369,2016-07-01 00:30:40,6.3938,0.9946568810857044,2016-07-01 00:00:00,25.28975,0.5,2016-07-05 23:01:27,3.5153,0.5733464974845807,2016-07-01 00:00:00,6.002000000000001,0.5,2016-07-01 22:50:45,6.80905,0.7548094915176577,2016-07-01 00:00:00,6.6968,0.5307704044882406,2016-07-01 00:00:00,2.9378,0.5,2016-07-01 00:00:00,25.28975,0.5,2016-07-01 00:00:00,0.9853500000000001,0.5,2016-07-01 00:00:00,7.3876,0.5,2016-07-05 11:42:20,3.32325,0.7135639223160088,2016-07-01 08:10:38,5.551779999999999,0.4112855673204163,2016-07-03 08:54:51,7.02405,0.3045656842503636,2016-07-01 00:00:00,6.3851,0.5,2016-07-01 00:00:00,6.4914,0.5,2016-07-01 00:00:00,2.9481,0.5,2016-07-01 17:53:14,6.9881,0.4342404617597699,2016-07-03 17:56:15,6.8058499999999995,0.5830798751249873,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-01 12:51:50,2.7405999999999997,0.675666769148735,2016-07-01 00:30:40,6.3938,0.9355481992468417,2016-07-01 00:00:00,6.4608,0.5,2016-07-01 13:46:07,3.3656,0.3882830751523858,2016-07-01 00:00:00,0.9853500000000001,0.5,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-01 00:00:00,7.7833000000000006,0.5,2016-07-01 00:00:00,6.4608,0.5,2016-07-01 00:00:00,7.153166666666667,0.5,2016-07-01 00:00:00,0.0392,0.5
1,2016-07-05 11:00:00,,,2016-07-02 08:22:52,,,2016-07-02 08:02:21,,,2016-07-01 01:15:00,,,2016-07-01 15:53:00,,,2016-07-01 01:30:00,,,2016-07-02 07:09:13,,,2016-07-01 15:15:00,,,2016-07-01 15:15:00,,,2016-07-01 07:55:05,,,2016-07-01 15:53:00,,,2016-07-01 08:40:49,,,2016-07-01 09:05:41,,,2016-07-01 15:05:51,,,2016-07-05 18:51:05,,,2016-07-01 07:55:05,,,2016-07-01 01:45:00,,,2016-07-01 15:53:00,,,2016-07-02 01:15:00,,,2016-07-01 09:49:36,,,2016-07-01 06:27:03,,,2016-07-01 03:15:00,,,2016-07-01 15:28:50,,,2016-07-01 07:14:47,,,2016-07-01 01:30:00,,,2016-07-01 00:30:00,,,2016-07-01 00:30:00,,,2016-07-01 07:13:04,,,2016-07-01 07:59:27,,,2016-07-01 01:15:00,,,2016-07-01 15:53:00,,,2016-07-01 09:49:36,,,2016-07-03 18:30:00,,,2016-07-01 07:14:47,,,2016-07-06 00:30:00,,,2016-07-05 18:51:05,,,2016-07-01 08:48:08,,,2016-07-05 11:00:00,,,2016-07-01 09:04:23,,,2016-07-02 00:15:00,,,2016-07-04 08:57:01,,,2016-07-01 15:15:00,,,2016-07-05 15:15:00,,,2016-07-01 06:09:48,,,2016-07-01 15:15:00,,,2016-07-01 08:58:55,,,2016-07-01 00:30:00,,,2016-07-01 06:27:03,,,2016-07-01 14:14:47,,,2016-07-01 08:40:49,,,2016-07-01 15:15:00,,,2016-07-05 01:00:00,,,2016-07-02 00:15:00,,,2016-07-05 11:00:00,,,2016-07-01 15:05:51,,,2016-07-01 00:30:00,,,2016-07-04 08:57:01,,,2016-07-01 06:09:48,,,2016-07-01 21:45:00,,,2016-07-05 18:51:05,,,2016-07-01 01:30:00,,,2016-07-02 16:45:00,,,2016-07-01 08:40:49,,,2016-07-01 03:15:00,,,2016-07-01 01:30:00,,,2016-07-01 00:30:00,,,2016-07-01 01:45:00,,,2016-07-01 21:11:23,,,2016-07-01 09:49:36,,,2016-07-01 09:49:36,,,2016-07-01 08:48:08,,,2016-07-01 09:49:36,,,2016-07-03 18:30:00,,,2016-07-03 18:30:00,,,2016-07-03 18:30:00,,,2016-07-01 15:28:50,,,2016-07-01 07:14:47,,,2016-07-01 00:30:00,,,2016-07-03 10:47:31,,,2016-07-01 01:30:00,,,2016-07-03 10:47:31,,,2016-07-01 01:30:00,,,2016-07-01 00:30:00,,,2016-07-01 06:09:48,,,2016-07-01 15:05:51,,,2016-07-01 10:15:00,,,2016-07-01 00:15:00,,,2016-07-01 01:45:00,,,2016-07-04 04:00:00,,,2016-07-01 01:15:00,,,2016-07-05 18:51:05,,,2016-07-01 09:49:36,,,2016-07-06 00:30:00,,,2016-07-01 21:45:00,,,2016-07-03 08:58:50,,,2016-07-01 08:58:55,,,2016-07-01 07:59:27,,,2016-07-06 00:30:00,,,2016-07-01 01:45:00,,,2016-07-02 08:22:52,,,2016-07-01 01:30:00,,,2016-07-02 16:45:00,,,2016-07-01 07:59:27,,,2016-07-01 00:30:00,,,2016-07-01 07:14:47,,,2016-07-05 15:15:00,,,2016-07-01 15:05:51,,,2016-07-03 10:47:31,,,2016-07-01 06:27:03,,,2016-07-01 00:15:00,,,2016-07-01 01:30:00,,,2016-07-01 19:30:00,,,2016-07-03 18:30:00,,,2016-07-01 09:49:36,,,2016-07-01 14:14:47,,,2016-07-01 08:58:55,,,2016-07-01 01:15:00,,,2016-07-01 15:53:00,,,2016-07-01 00:30:00,,,2016-07-01 09:49:36,,,2016-07-01 06:30:00,,,2016-07-01 01:15:00,,,2016-07-01 09:49:36,,,2016-07-01 06:09:48,,
2,2016-07-07 21:27:54,6.804166666666667,0.46840723233614867,2016-07-02 22:08:41,6.873833333333334,0.20793792701415442,2016-07-02 17:55:59,2.3726333333333334,0.6858936028893132,2016-07-01 23:00:00,6.4712,0.2939600458499899,2016-07-01 17:30:51,3.38356,0.24799054002902088,2016-07-03 00:00:00,6.677199999999999,0.468448153294353,2016-07-02 22:24:25,3.05828,0.7281693495053125,2016-07-01 15:59:08,3.44022,0.23666568312109942,2016-07-01 15:59:08,3.44022,0.6666249270563012,2016-07-01 17:34:59,3.6414999999999997,0.4811705899256028,2016-07-01 17:30:51,3.38356,0.26171455869640914,2016-07-02 20:19:39,0.00395,0.5198897351946741,,,,2016-07-01 16:41:18,5.753516666666666,0.6617284748411796,,,,2016-07-01 17:34:59,3.6414999999999997,0.711596858660253,2016-07-01 23:00:00,6.324533333333334,0.4097297935120834,2016-07-01 17:30:51,3.38356,0.803431032552689,2016-07-03 23:00:00,2.7924,0.3573733496165987,,,,2016-07-02 11:54:45,6.4017,0.3059168261493104,2016-07-02 23:00:00,3.768,0.7628493588171386,2016-07-01 20:12:44,6.8135666666666665,0.9955539186688707,2016-07-01 09:46:53,7.1927,0.5000846803234289,,,,2016-07-01 08:53:20,1.3739,0.9351872075495942,2016-07-02 23:00:00,7.4526,0.7013008983524667,2016-07-01 18:48:44,6.39545,0.4728482110668525,2016-07-01 18:54:43,16.9727,0.8572648968512673,2016-07-01 23:00:00,6.4712,0.4797012201171203,2016-07-01 17:30:51,3.38356,0.8031380330609681,,,,2016-07-03 23:00:00,6.874299999999999,0.673651258340956,2016-07-01 09:46:53,7.1927,0.9631677524500539,2016-07-06 23:00:00,4.492733333333334,0.2790254774804135,,,,,,,2016-07-07 21:27:54,6.804166666666667,0.6576254993327395,2016-07-06 17:48:10,4.5167,0.36511457353552007,2016-07-02 23:00:00,5.5408,0.5624257197349387,2016-07-04 09:30:59,3.311275,0.7320539760613369,2016-07-01 15:59:08,3.44022,0.6203887870497793,2016-07-05 16:27:38,3.1906999999999996,0.9739935140577978,2016-07-01 20:09:06,0.0609,0.46547648278423587,2016-07-01 15:59:08,3.44022,0.9713108839828737,2016-07-01 16:54:35,5.6981,0.5290993765956868,2016-07-01 08:53:20,1.3739,0.3609073818814267,2016-07-02 11:54:45,6.4017,0.2543765394093754,2016-07-01 14:15:16,2.5624,0.46133902476666916,2016-07-02 20:19:39,0.00395,0.5122635083564522,2016-07-01 15:59:08,3.44022,0.5912573398127203,2016-07-06 00:30:00,6.655,0.27835982602198917,2016-07-02 23:00:00,5.5408,0.3689665543316021,2016-07-07 21:27:54,6.804166666666667,0.9365714337533562,2016-07-01 16:41:18,5.753516666666666,0.41056605831500304,2016-07-02 23:00:00,7.0522,0.8179361718468181,2016-07-04 09:30:59,3.311275,0.2973030036949119,2016-07-01 20:09:06,0.0609,0.4059176158107713,2016-07-07 21:00:00,3.653875,0.3710455324043648,,,,2016-07-03 23:00:00,6.7379999999999995,0.9287471535906937,,,,2016-07-02 20:19:39,0.00395,0.5935168657458372,2016-07-02 23:00:00,3.768,0.8711894767675672,2016-07-03 00:00:00,6.677199999999999,0.5636933206059791,2016-07-02 23:00:00,7.4526,0.5681510719006846,2016-07-02 00:00:00,6.765466666666666,0.9984943153075028,2016-07-03 15:37:16,6.3985199999999995,0.31192020451583513,,,,,,,,,,,,,2016-07-03 23:00:00,6.874299999999999,0.8573952158536078,2016-07-03 23:00:00,6.874299999999999,0.3704115744952479,2016-07-03 23:00:00,6.874299999999999,0.23688623397853326,2016-07-01 20:12:44,6.8135666666666665,0.7345674931692601,2016-07-01 09:46:53,7.1927,0.5337648660673295,2016-07-02 23:00:00,7.0522,0.8038783814028021,2016-07-07 07:31:30,7.025666666666666,0.44297087326429035,2016-07-03 00:00:00,6.677199999999999,0.5730925325041278,2016-07-07 07:31:30,7.025666666666666,0.553483316183371,2016-07-01 18:59:32,4.6251999999999995,0.31346820524260743,2016-07-02 23:00:00,7.4526,0.7787567069888455,2016-07-01 20:09:06,0.0609,0.3058256110804763,2016-07-01 16:41:18,5.753516666666666,0.5969719123666333,2016-07-01 11:58:31,3.0642666666666663,0.3356423090659225,2016-07-01 21:47:48,6.6266,0.5232614232557468,2016-07-02 00:00:00,6.765466666666666,0.7076018567048163,2016-07-05 23:00:00,7.4775,0.7010463466514916,2016-07-01 23:00:00,6.4712,0.2693535082360903,,,,,,,2016-07-06 23:00:00,4.492733333333334,0.5869684354912224,2016-07-07 21:00:00,3.653875,0.8962497392863411,2016-07-03 13:30:16,3.3435333333333332,0.4609790119252842,2016-07-01 16:54:35,5.6981,0.9127197376032867,2016-07-01 18:54:43,16.9727,0.9045117823172453,2016-07-06 23:00:00,4.492733333333334,0.9979378780708954,2016-07-01 23:00:00,6.324533333333334,0.6161049365846433,2016-07-02 22:08:41,6.873833333333334,0.348740778206459,2016-07-03 00:00:00,6.677199999999999,0.9510972426057756,,,,2016-07-01 18:54:43,16.9727,0.8298347793810827,2016-07-01 08:53:20,1.3739,0.6148451751964152,2016-07-01 09:46:53,7.1927,0.30854876064979325,2016-07-05 16:27:38,3.1906999999999996,0.3562194346561244,2016-07-01 16:41:18,5.753516666666666,0.5150133072226621,2016-07-07 07:31:30,7.025666666666666,0.6749017484191918,2016-07-02 11:54:45,6.4017,0.8678877727170884,2016-07-01 21:47:48,6.6266,0.9578163151764469,,,,2016-07-02 17:57:59,6.8415333333333335,0.5482738494231088,2016-07-03 23:00:00,6.874299999999999,0.9623110486556781,,,,2016-07-01 14:15:16,2.5624,0.9221997501139871,2016-07-01 16:54:35,5.6981,0.5102569802452466,2016-07-01 23:00:00,6.4712,0.2628984256902747,2016-07-01 17:30:51,3.38356,0.6406538849490216,2016-07-01 08:53:20,1.3739,0.5591570346426045,,,,2016-07-01 23:00:00,6.3676666666666675,0.38145179814077307,2016-07-01 23:00:00,6.4712,0.5150985262764991,,,,2016-07-01 20:09:06,0.0609,0.3577068960585112
