#datetime,temperature,humidity
2016-01-01T00:00:00,49,66
2016-01-01T00:53:00,49,64
2016-01-01T01:53:00,48,66
2016-01-01T02:53:00,48,63
2016-01-01T03:53:00,47,63
2016-01-01T04:53:00,46,66
2016-01-01T05:53:00,44,73
2016-01-01T06:00:00,44,68
2016-01-01T06:53:00,44,65
2016-01-01T07:53:00,45,63
2016-01-01T08:53:00,45,63
2016-01-01T09:53:00,46,63
2016-01-01T10:53:00,46,61
2016-01-01T11:53:00,47,61
2016-01-01T12:00:00,47,61
2016-01-01T12:53:00,47,61
2016-01-01T13:53:00,47,63
2016-01-01T14:53:00,47,59
2016-01-01T15:53:00,46,61
2016-01-01T16:53:00,47,59
2016-01-01T17:53:00,46,61
2016-01-01T18:00:00,46,61
2016-01-01T18:53:00,46,58
2016-01-01T19:53:00,46,58
2016-01-01T20:53:00,46,61
2016-01-01T21:53:00,46,56
2016-01-01T22:53:00,46,51
2016-01-01T23:53:00,45,58
2016-01-02T00:00:00,44,60
2016-01-02T00:53:00,45,61
2016-01-02T01:53:00,45,56
2016-01-02T02:53:00,46,54
2016-01-02T03:29:00,45,58
2016-01-02T03:53:00,45,58
2016-01-02T04:53:00,45,56
2016-01-02T05:53:00,45,56
2016-01-02T06:00:00,44,60
2016-01-02T06:53:00,44,65
2016-01-02T07:53:00,44,60
2016-01-02T08:53:00,45,61
2016-01-02T09:53:00,46,56
2016-01-02T10:53:00,46,54
2016-01-02T11:53:00,47,52
2016-01-02T12:00:00,46,56
2016-01-02T12:53:00,47,50
2016-01-02T13:53:00,48,48
2016-01-02T14:53:00,48,50
2016-01-02T15:53:00,47,61
2016-01-02T16:53:00,44,83
2016-01-02T17:53:00,44,93
2016-01-02T18:00:00,44,85
2016-01-02T18:53:00,44,89
2016-01-02T19:53:00,43,89
2016-01-02T20:53:00,43,93
2016-01-02T21:53:00,43,93
2016-01-02T22:53:00,43,93
2016-01-02T23:53:00,43,93
2016-01-03T00:00:00,42,96
2016-01-03T00:53:00,43,89
2016-01-03T01:53:00,43,86
2016-01-03T02:53:00,43,89
2016-01-03T03:53:00,43,89
2016-01-03T04:53:00,43,93
2016-01-03T05:53:00,43,93
2016-01-03T06:00:00,43,93
2016-01-03T06:53:00,43,93
2016-01-03T07:53:00,44,89
2016-01-03T08:53:00,47,83
2016-01-03T09:53:00,51,69
2016-01-03T10:53:00,53,64
2016-01-03T11:53:00,57,55
2016-01-03T12:00:00,53,66
2016-01-03T12:53:00,59,54
2016-01-03T13:53:00,59,51
2016-01-03T14:53:00,60,50
2016-01-03T15:53:00,61,50
2016-01-03T16:53:00,61,50
2016-01-03T17:53:00,53,64
2016-01-03T18:00:00,56,42
2016-01-03T18:53:00,48,58
2016-01-03T19:53:00,43,82
2016-01-03T20:53:00,39,89
2016-01-03T21:53:00,36,93
2016-01-03T22:53:00,35,96
2016-01-03T23:53:00,38,89
2016-01-04T00:00:00,44,71
2016-01-04T00:53:00,36,93
2016-01-04T01:53:00,35,85
2016-01-04T02:53:00,34,89
2016-01-04T03:53:00,34,89
2016-01-04T04:53:00,34,85
2016-01-04T05:53:00,35,78
2016-01-04T06:00:00,38,73
2016-01-04T06:53:00,34,79
2016-01-04T07:53:00,39,70
2016-01-04T08:53:00,43,65
2016-01-04T09:53:00,47,56
2016-01-04T10:53:00,50,48
2016-01-04T11:53:00,53,43
2016-01-04T12:00:00,54,42
2016-01-04T12:53:00,55,42
2016-01-04T13:53:00,57,37
2016-01-04T14:53:00,57,37
2016-01-04T15:53:00,57,37
2016-01-04T16:53:00,55,44
2016-01-04T17:53:00,50,54
2016-01-04T18:00:00,51,48
2016-01-04T18:53:00,41,70
2016-01-04T19:53:00,39,76
2016-01-04T20:53:00,36,86
2016-01-04T21:53:00,35,85
2016-01-04T22:53:00,36,86
2016-01-04T23:53:00,33,89
2016-01-05T00:00:00,38,83
2016-01-05T00:53:00,31,96
2016-01-05T01:53:00,31,96
2016-01-05T02:53:00,31,92
2016-01-05T03:53:00,30,96
2016-01-05T04:53:00,32,92
2016-01-05T05:53:00,30,96
2016-01-05T06:00:00,39,76
2016-01-05T06:53:00,32,92
2016-01-05T07:53:00,33,89
2016-01-05T08:53:00,39,86
2016-01-05T09:53:00,42,76
2016-01-05T10:53:00,46,66
2016-01-05T11:53:00,50,59
2016-01-05T12:00:00,50,59
2016-01-05T12:53:00,53,57
2016-01-05T13:53:00,55,55
2016-01-05T14:53:00,56,55
2016-01-05T15:53:00,57,55
2016-01-05T16:53:00,56,60
2016-01-05T17:53:00,55,62
2016-01-05T18:00:00,53,59
2016-01-05T18:53:00,53,64
2016-01-05T19:53:00,52,64
2016-01-05T20:53:00,51,66
2016-01-05T21:23:00,50,68
2016-01-05T21:53:00,50,68
2016-01-05T22:11:00,50,68
2016-01-05T22:53:00,49,77
2016-01-05T23:24:00,49,77
2016-01-05T23:53:00,49,77
2016-01-06T00:00:00,49,69
2016-01-06T00:53:00,48,86
2016-01-06T01:53:00,48,86
2016-01-06T02:53:00,48,86
2016-01-06T03:53:00,47,86
2016-01-06T04:53:00,47,83
2016-01-06T05:53:00,47,83
2016-01-06T06:00:00,46,89
2016-01-06T06:53:00,47,83
2016-01-06T07:10:00,47,86
2016-01-06T07:53:00,47,83
2016-01-06T08:53:00,47,80
2016-01-06T09:53:00,47,83
2016-01-06T10:53:00,48,83
2016-01-06T11:18:00,49,80
2016-01-06T11:53:00,49,83
2016-01-06T12:00:00,49,83
2016-01-06T12:53:00,50,86
2016-01-06T13:53:00,51,86
2016-01-06T14:53:00,52,86
2016-01-06T15:05:00,52,86
2016-01-06T15:51:00,54,88
2016-01-06T15:53:00,53,89
2016-01-06T16:35:00,53,93
2016-01-06T16:53:00,53,93
2016-01-06T17:38:00,53,96
2016-01-06T17:53:00,53,96
2016-01-06T17:58:00,53,96
2016-01-06T18:19:00,53,96
2016-01-06T18:25:00,53,96
2016-01-06T18:53:00,53,96
2016-01-06T19:39:00,53,96
2016-01-06T19:53:00,53,96
2016-01-06T20:53:00,53,96
2016-01-06T21:53:00,53,96
2016-01-06T22:53:00,53,96
2016-01-06T23:28:00,53,96
2016-01-06T23:53:00,53,96
2016-01-07T00:00:00,52,97
2016-01-07T00:20:00,53,96
2016-01-07T00:53:00,53,96
2016-01-07T01:53:00,53,96
2016-01-07T02:53:00,53,96
2016-01-07T03:09:00,53,96
2016-01-07T03:32:00,53,96
2016-01-07T03:51:00,54,94
2016-01-07T03:53:00,52,100
2016-01-07T04:05:00,52,100
2016-01-07T04:53:00,52,100
2016-01-07T05:06:00,52,100
2016-01-07T05:20:00,52,97
2016-01-07T05:53:00,52,100
2016-01-07T06:00:00,50,100
2016-01-07T06:53:00,51,96
2016-01-07T07:10:00,50,100
2016-01-07T07:19:00,50,100
2016-01-07T07:53:00,49,100
2016-01-07T08:03:00,49,100
2016-01-07T08:28:00,49,100
2016-01-07T08:50:00,48,100
2016-01-07T08:53:00,49,100
2016-01-07T09:29:00,50,100
2016-01-07T09:33:00,50,100
2016-01-07T09:48:00,50,100
2016-01-07T09:53:00,51,96
2016-01-07T10:05:00,52,97
2016-01-07T10:28:00,53,93
2016-01-07T10:53:00,55,90
2016-01-07T11:14:00,56,87
2016-01-07T11:53:00,60,78
2016-01-07T12:00:00,58,81
2016-01-07T12:53:00,64,68
2016-01-07T13:53:00,70,46
2016-01-07T14:53:00,71,39
2016-01-07T15:53:00,71,51
2016-01-07T16:53:00,68,55
2016-01-07T17:53:00,62,73
2016-01-07T18:00:00,64,65
2016-01-07T18:53:00,58,81
2016-01-07T19:53:00,56,90
2016-01-07T20:53:00,52,89
2016-01-07T21:53:00,53,93
2016-01-07T22:53:00,53,89
2016-01-07T23:53:00,52,93
2016-01-08T00:00:00,52,89
2016-01-08T00:53:00,48,93
2016-01-08T01:34:00,46,96
2016-01-08T01:53:00,43,100
2016-01-08T02:05:00,43,97
2016-01-08T02:12:00,41,100
2016-01-08T02:51:00,39,100
2016-01-08T02:53:00,39,100
2016-01-08T03:16:00,41,96
2016-01-08T03:53:00,41,96
2016-01-08T04:16:00,40,93
2016-01-08T04:53:00,37,100
2016-01-08T05:28:00,39,96
2016-01-08T05:53:00,39,100
2016-01-08T06:00:00,47,97
2016-01-08T06:24:00,40,97
2016-01-08T06:36:00,41,100
2016-01-08T06:53:00,42,96
2016-01-08T07:08:00,43,97
2016-01-08T07:17:00,42,100
2016-01-08T07:32:00,42,100
2016-01-08T07:44:00,44,96
2016-01-08T07:53:00,44,100
2016-01-08T08:53:00,50,100
2016-01-08T09:28:00,52,100
2016-01-08T09:49:00,54,94
2016-01-08T09:53:00,53,100
2016-01-08T10:03:00,53,96
2016-01-08T10:14:00,53,100
2016-01-08T10:29:00,53,100
2016-01-08T10:53:00,54,100
2016-01-08T11:34:00,58,93
2016-01-08T11:53:00,59,90
2016-01-08T12:00:00,62,75
2016-01-08T12:30:00,61,87
2016-01-08T12:53:00,65,76
2016-01-08T13:53:00,64,75
2016-01-08T14:53:00,64,75
2016-01-08T15:53:00,65,73
2016-01-08T16:53:00,65,76
2016-01-08T17:53:00,59,87
2016-01-08T18:00:00,61,78
2016-01-08T18:53:00,56,93
2016-01-08T19:53:00,51,96
2016-01-08T20:53:00,56,93
2016-01-08T21:24:00,57,90
2016-01-08T21:53:00,58,90
2016-01-08T22:53:00,56,93
2016-01-08T23:51:00,59,63
2016-01-08T23:53:00,59,62
2016-01-09T00:00:00,57,64
2016-01-09T00:53:00,59,51
2016-01-09T01:53:00,58,46
2016-01-09T02:53:00,53,57
2016-01-09T03:53:00,54,45
2016-01-09T04:53:00,53,47
2016-01-09T05:53:00,52,50
2016-01-09T06:00:00,50,54
2016-01-09T06:53:00,49,61
2016-01-09T07:53:00,48,68
2016-01-09T08:53:00,49,69
2016-01-09T09:10:00,50,68
2016-01-09T09:36:00,51,66
2016-01-09T09:53:00,52,61
2016-01-09T10:53:00,53,55
2016-01-09T11:53:00,54,51
2016-01-09T12:53:00,53,51
2016-01-09T13:53:00,53,48
2016-01-09T14:53:00,51,48
2016-01-09T15:53:00,47,54
2016-01-09T16:53:00,45,56
2016-01-09T17:53:00,44,58
2016-01-09T18:00:00,43,58
2016-01-09T18:53:00,44,55
2016-01-09T19:53:00,43,60
2016-01-09T20:53:00,41,62
2016-01-09T21:53:00,41,62
2016-01-09T22:53:00,39,67
2016-01-09T23:53:00,39,67
2016-01-10T00:00:00,38,70
2016-01-10T00:53:00,38,68
2016-01-10T01:53:00,37,70
2016-01-10T02:53:00,37,70
2016-01-10T03:53:00,34,79
2016-01-10T04:53:00,33,78
2016-01-10T05:53:00,33,78
2016-01-10T06:00:00,33,75
2016-01-10T06:53:00,33,75
2016-01-10T07:53:00,33,75
2016-01-10T08:53:00,37,67
2016-01-10T09:53:00,40,58
2016-01-10T10:53:00,42,51
2016-01-10T11:53:00,45,46
2016-01-10T12:00:00,44,49
2016-01-10T12:53:00,47,44
2016-01-10T13:53:00,48,42
2016-01-10T14:53:00,49,41
2016-01-10T15:53:00,49,41
2016-01-10T16:53:00,47,44
2016-01-10T17:53:00,44,51
2016-01-10T18:00:00,44,49
2016-01-10T18:53:00,41,60
2016-01-10T19:53:00,41,60
2016-01-10T20:53:00,39,67
2016-01-10T21:53:00,39,67
2016-01-10T22:53:00,39,67
2016-01-10T23:53:00,38,70
2016-01-11T00:00:00,39,60
2016-01-11T00:53:00,36,73
2016-01-11T01:53:00,33,78
2016-01-11T02:53:00,32,79
2016-01-11T03:53:00,34,79
2016-01-11T04:53:00,32,85
2016-01-11T05:53:00,31,89
2016-01-11T06:00:00,35,72
2016-01-11T06:53:00,31,92
2016-01-11T07:53:00,33,78
2016-01-11T08:53:00,38,68
2016-01-11T09:53:00,43,56
2016-01-11T10:53:00,45,54
2016-01-11T11:53:00,49,46
2016-01-11T12:00:00,48,46
2016-01-11T12:53:00,50,44
2016-01-11T13:53:00,52,43
2016-01-11T14:53:00,55,37
2016-01-11T15:53:00,55,37
2016-01-11T16:53:00,55,38
2016-01-11T17:53:00,45,61
2016-01-11T18:00:00,51,43
2016-01-11T18:53:00,42,71
2016-01-11T19:53:00,38,79
2016-01-11T20:53:00,37,82
2016-01-11T21:53:00,34,92
2016-01-11T22:53:00,34,89
2016-01-11T23:53:00,31,92
2016-01-12T00:00:00,38,79
2016-01-12T00:53:00,32,92
2016-01-12T01:53:00,34,89
2016-01-12T02:53:00,34,89
2016-01-12T03:53:00,36,89
2016-01-12T04:53:00,32,92
2016-01-12T05:53:00,33,92
2016-01-12T06:00:00,39,89
2016-01-12T06:53:00,35,93
2016-01-12T07:53:00,35,89
2016-01-12T08:53:00,42,82
2016-01-12T09:53:00,49,69
2016-01-12T10:53:00,56,53
2016-01-12T11:53:00,60,44
2016-01-12T12:00:00,58,48
2016-01-12T12:53:00,64,38
2016-01-12T13:53:00,64,33
2016-01-12T14:53:00,64,30
2016-01-12T15:53:00,65,29
2016-01-12T16:53:00,63,30
2016-01-12T17:53:00,58,41
2016-01-12T18:00:00,58,41
2016-01-12T18:53:00,49,61
2016-01-12T19:53:00,42,73
2016-01-12T20:53:00,41,82
2016-01-12T21:53:00,40,83
2016-01-12T22:53:00,39,89
2016-01-12T23:53:00,36,93
2016-01-13T00:00:00,44,73
2016-01-13T00:53:00,35,93
2016-01-13T01:53:00,34,92
2016-01-13T02:53:00,35,93
2016-01-13T03:53:00,33,92
2016-01-13T04:53:00,32,92
2016-01-13T05:53:00,33,92
2016-01-13T06:00:00,40,86
2016-01-13T06:53:00,33,92
2016-01-13T07:53:00,34,97
2016-01-13T08:53:00,42,89
2016-01-13T09:53:00,51,74
2016-01-13T10:53:00,59,49
2016-01-13T11:53:00,61,46
2016-01-13T12:00:00,62,48
2016-01-13T12:53:00,64,40
2016-01-13T13:53:00,64,40
2016-01-13T14:53:00,65,40
2016-01-13T15:53:00,65,40
2016-01-13T16:53:00,64,38
2016-01-13T17:53:00,57,51
2016-01-13T18:00:00,60,46
2016-01-13T18:53:00,51,64
2016-01-13T19:53:00,49,69
2016-01-13T20:53:00,47,74
2016-01-13T21:53:00,45,80
2016-01-13T22:53:00,47,83
2016-01-13T23:53:00,46,86
2016-01-14T00:00:00,48,71
2016-01-14T00:53:00,46,89
2016-01-14T01:53:00,50,86
2016-01-14T02:53:00,48,89
2016-01-14T03:29:00,49,90
2016-01-14T03:53:00,48,89
2016-01-14T04:39:00,47,90
2016-01-14T04:53:00,45,93
2016-01-14T05:53:00,44,93
2016-01-14T06:00:00,49,86
2016-01-14T06:53:00,47,93
2016-01-14T07:53:00,50,89
2016-01-14T08:51:00,52,88
2016-01-14T08:53:00,52,86
2016-01-14T09:39:00,54,83
2016-01-14T09:53:00,56,81
2016-01-14T10:29:00,59,78
2016-01-14T10:53:00,60,78
2016-01-14T11:53:00,63,73
2016-01-14T12:00:00,66,65
2016-01-14T12:16:00,63,75
2016-01-14T12:53:00,67,71
2016-01-14T13:53:00,67,68
2016-01-14T14:53:00,69,61
2016-01-14T15:53:00,70,57
2016-01-14T16:53:00,69,59
2016-01-14T17:53:00,65,70
2016-01-14T18:00:00,65,66
2016-01-14T18:53:00,55,87
2016-01-14T19:53:00,59,83
2016-01-14T20:53:00,57,90
2016-01-14T21:53:00,56,90
2016-01-14T22:53:00,48,96
2016-01-14T23:53:00,57,90
2016-01-15T00:00:00,56,90
2016-01-15T00:53:00,55,93
2016-01-15T01:53:00,55,90
2016-01-15T02:53:00,56,87
2016-01-15T03:53:00,54,90
2016-01-15T04:53:00,50,96
2016-01-15T05:53:00,51,86
2016-01-15T06:00:00,54,67
2016-01-15T06:53:00,51,64
2016-01-15T07:53:00,51,54
2016-01-15T08:53:00,56,44
2016-01-15T09:53:00,59,36
2016-01-15T10:53:00,62,34
2016-01-15T11:53:00,64,33
2016-01-15T12:00:00,63,38
2016-01-15T12:53:00,67,28
2016-01-15T13:53:00,67,28
2016-01-15T14:53:00,69,26
2016-01-15T15:53:00,69,23
2016-01-15T16:53:00,68,24
2016-01-15T17:53:00,58,39
2016-01-15T18:00:00,62,38
2016-01-15T18:53:00,50,57
2016-01-15T19:53:00,45,68
2016-01-15T20:53:00,42,79
2016-01-15T21:53:00,39,86
2016-01-15T22:53:00,39,86
2016-01-15T23:53:00,41,82
2016-01-16T00:00:00,49,59
2016-01-16T00:53:00,42,82
2016-01-16T01:53:00,41,82
2016-01-16T02:53:00,37,89
2016-01-16T03:53:00,40,89
2016-01-16T04:53:00,40,86
2016-01-16T05:53:00,41,89
2016-01-16T06:00:00,44,76
2016-01-16T06:53:00,43,86
2016-01-16T07:53:00,48,71
2016-01-16T08:53:00,49,69
2016-01-16T09:53:00,51,71
2016-01-16T10:53:00,52,69
2016-01-16T11:53:00,51,77
2016-01-16T12:00:00,53,66
2016-01-16T12:53:00,52,69
2016-01-16T13:53:00,55,59
2016-01-16T14:53:00,64,33
2016-01-16T15:53:00,58,50
2016-01-16T16:53:00,54,49
2016-01-16T17:53:00,50,50
2016-01-16T18:00:00,50,52
2016-01-16T18:53:00,48,54
2016-01-16T19:53:00,46,66
2016-01-16T20:40:00,46,66
2016-01-16T20:53:00,46,66
2016-01-16T21:51:00,45,71
2016-01-16T21:53:00,43,74
2016-01-16T22:25:00,45,68
2016-01-16T22:53:00,45,68
2016-01-16T23:51:00,43,71
2016-01-16T23:53:00,42,73
2016-01-17T00:00:00,43,68
2016-01-17T00:51:00,43,71
2016-01-17T00:53:00,42,73
2016-01-17T01:17:00,40,77
2016-01-17T01:53:00,40,77
2016-01-17T02:53:00,38,79
2016-01-17T03:53:00,31,85
2016-01-17T04:53:00,32,92
2016-01-17T05:53:00,29,92
2016-01-17T06:00:00,34,85
2016-01-17T06:53:00,28,96
2016-01-17T07:53:00,29,92
2016-01-17T08:53:00,38,86
2016-01-17T09:53:00,44,65
2016-01-17T10:53:00,47,52
2016-01-17T11:53:00,50,48
2016-01-17T12:00:00,52,43
2016-01-17T12:53:00,53,43
2016-01-17T13:53:00,55,42
2016-01-17T14:53:00,56,42
2016-01-17T15:53:00,56,40
2016-01-17T16:53:00,55,42
2016-01-17T17:53:00,49,59
2016-01-17T18:00:00,52,49
2016-01-17T18:53:00,44,68
2016-01-17T19:53:00,36,82
2016-01-17T20:53:00,37,86
2016-01-17T21:53:00,36,86
2016-01-17T22:53:00,36,86
2016-01-17T23:53:00,33,89
2016-01-18T00:00:00,42,71
2016-01-18T00:53:00,32,92
2016-01-18T01:53:00,32,88
2016-01-18T02:53:00,32,92
2016-01-18T03:53:00,33,89
2016-01-18T04:53:00,30,92
2016-01-18T05:53:00,32,92
2016-01-18T06:00:00,39,86
2016-01-18T06:53:00,32,96
2016-01-18T07:53:00,32,96
2016-01-18T08:53:00,43,80
2016-01-18T09:53:00,47,74
2016-01-18T10:53:00,51,64
2016-01-18T11:53:00,51,61
2016-01-18T12:00:00,52,57
2016-01-18T12:53:00,52,57
2016-01-18T13:53:00,53,55
2016-01-18T14:53:00,56,49
2016-01-18T15:53:00,57,47
2016-01-18T16:53:00,57,49
2016-01-18T17:53:00,53,57
2016-01-18T18:00:00,54,53
2016-01-18T18:53:00,50,61
2016-01-18T19:53:00,42,79
2016-01-18T20:53:00,44,73
2016-01-18T21:53:00,38,89
2016-01-18T22:53:00,35,89
2016-01-18T23:53:00,41,86
2016-01-19T00:00:00,44,79
2016-01-19T00:53:00,37,93
2016-01-19T01:53:00,41,93
2016-01-19T02:53:00,40,93
2016-01-19T03:40:00,37,96
2016-01-19T03:53:00,38,100
2016-01-19T04:35:00,33,100
2016-01-19T04:49:00,41,93
2016-01-19T04:53:00,42,100
2016-01-19T04:59:00,43,100
2016-01-19T05:11:00,43,100
2016-01-19T05:27:00,44,100
2016-01-19T05:51:00,45,100
2016-01-19T05:53:00,44,100
2016-01-19T05:55:00,44,100
2016-01-19T06:00:00,44,96
2016-01-19T06:03:00,44,100
2016-01-19T06:14:00,44,100
2016-01-19T06:51:00,45,100
2016-01-19T06:53:00,45,97
2016-01-19T07:32:00,46,96
2016-01-19T07:39:00,46,96
2016-01-19T07:53:00,46,96
2016-01-19T08:53:00,47,100
2016-01-19T09:36:00,49,100
2016-01-19T09:43:00,50,96
2016-01-19T09:53:00,51,96
2016-01-19T10:53:00,58,75
2016-01-19T11:53:00,63,65
2016-01-19T12:00:00,61,67
2016-01-19T12:53:00,65,61
2016-01-19T13:53:00,67,55
2016-01-19T14:53:00,69,53
2016-01-19T15:53:00,69,51
2016-01-19T16:53:00,69,51
2016-01-19T17:53:00,64,58
2016-01-19T18:00:00,65,56
2016-01-19T18:53:00,57,72
2016-01-19T19:53:00,53,83
2016-01-19T20:53:00,55,80
2016-01-19T21:53:00,51,89
2016-01-19T22:53:00,54,83
2016-01-19T23:53:00,50,93
2016-01-20T00:00:00,56,81
2016-01-20T00:53:00,46,96
2016-01-20T01:51:00,50,94
2016-01-20T01:53:00,51,92
2016-01-20T02:53:00,52,77
2016-01-20T03:53:00,50,61
2016-01-20T04:53:00,50,59
2016-01-20T05:53:00,48,61
2016-01-20T06:00:00,47,59
2016-01-20T06:53:00,47,61
2016-01-20T07:31:00,46,58
2016-01-20T07:53:00,45,61
2016-01-20T08:53:00,45,58
2016-01-20T09:53:00,47,56
2016-01-20T10:06:00,48,56
2016-01-20T10:51:00,50,54
2016-01-20T10:53:00,49,55
2016-01-20T11:53:00,50,54
2016-01-20T12:00:00,50,54
2016-01-20T12:53:00,53,51
2016-01-20T13:53:00,53,55
2016-01-20T14:53:00,54,55
2016-01-20T15:53:00,55,57
2016-01-20T16:53:00,55,62
2016-01-20T17:28:00,56,62
2016-01-20T17:53:00,55,64
2016-01-20T18:00:00,54,64
2016-01-20T18:53:00,55,64
2016-01-20T19:12:00,55,67
2016-01-20T19:53:00,55,67
2016-01-20T20:53:00,55,69
2016-01-20T21:41:00,54,72
2016-01-20T21:53:00,54,72
2016-01-20T22:51:00,54,82
2016-01-20T22:53:00,54,80
2016-01-20T23:53:00,52,97
2016-01-21T00:00:00,54,77
2016-01-21T00:05:00,52,97
2016-01-21T00:36:00,52,97
2016-01-21T00:44:00,52,97
2016-01-21T00:53:00,52,97
2016-01-21T01:53:00,52,97
2016-01-21T02:23:00,52,100
2016-01-21T02:51:00,52,100
2016-01-21T02:53:00,52,100
2016-01-21T03:41:00,52,100
2016-01-21T03:53:00,52,100
2016-01-21T04:35:00,52,100
2016-01-21T04:53:00,52,100
2016-01-21T05:53:00,52,100
2016-01-21T06:00:00,53,96
2016-01-21T06:53:00,53,100
2016-01-21T07:51:00,55,100
2016-01-21T07:53:00,55,100
2016-01-21T08:03:00,55,96
2016-01-21T08:05:00,55,96
2016-01-21T08:33:00,55,100
2016-01-21T08:53:00,58,93
2016-01-21T09:53:00,62,78
2016-01-21T10:53:00,64,63
2016-01-21T11:53:00,65,49
2016-01-21T12:00:00,62,50
2016-01-21T12:53:00,62,54
2016-01-21T13:53:00,62,52
2016-01-21T14:53:00,62,50
2016-01-21T15:53:00,58,53
2016-01-21T16:53:00,60,44
2016-01-21T17:53:00,58,32
2016-01-21T18:00:00,56,33
2016-01-21T18:53:00,52,43
2016-01-21T19:53:00,50,50
2016-01-21T20:53:00,44,71
2016-01-21T21:53:00,46,61
2016-01-21T22:53:00,45,61
2016-01-21T23:53:00,44,60
2016-01-22T00:00:00,43,60
2016-01-22T00:53:00,43,60
2016-01-22T01:53:00,43,60
2016-01-22T02:53:00,42,62
2016-01-22T03:53:00,42,62
2016-01-22T04:53:00,40,65
2016-01-22T05:53:00,40,65
2016-01-22T06:00:00,38,68
2016-01-22T06:53:00,39,67
2016-01-22T07:53:00,39,67
2016-01-22T08:53:00,41,62
2016-01-22T09:53:00,44,58
2016-01-22T10:53:00,47,52
2016-01-22T11:53:00,49,48
2016-01-22T12:00:00,49,48
2016-01-22T12:53:00,51,44
2016-01-22T13:53:00,53,41
2016-01-22T14:53:00,54,40
2016-01-22T15:53:00,54,40
2016-01-22T16:53:00,53,40
2016-01-22T17:53:00,49,48
2016-01-22T18:00:00,49,46
2016-01-22T18:53:00,43,58
2016-01-22T19:53:00,44,55
2016-01-22T20:53:00,40,65
2016-01-22T21:53:00,32,82
2016-01-22T22:53:00,31,85
2016-01-22T23:53:00,28,85
2016-01-23T00:00:00,40,65
2016-01-23T00:53:00,31,82
2016-01-23T01:53:00,30,85
2016-01-23T02:53:00,28,88
2016-01-23T03:53:00,31,85
2016-01-23T04:53:00,32,85
2016-01-23T05:53:00,30,88
2016-01-23T06:00:00,34,82
2016-01-23T06:53:00,28,92
2016-01-23T07:53:00,30,85
2016-01-23T08:53:00,38,79
2016-01-23T09:53:00,41,70
2016-01-23T10:53:00,44,60
2016-01-23T11:53:00,47,54
2016-01-23T12:00:00,49,50
2016-01-23T12:53:00,50,50
2016-01-23T13:53:00,53,41
2016-01-23T14:53:00,56,36
2016-01-23T15:53:00,58,35
2016-01-23T16:53:00,57,37
2016-01-23T17:53:00,53,41
2016-01-23T18:00:00,53,45
2016-01-23T18:53:00,45,58
2016-01-23T19:53:00,42,71
2016-01-23T20:53:00,43,65
2016-01-23T21:53:00,38,76
2016-01-23T22:53:00,37,76
2016-01-23T23:53:00,38,76
2016-01-24T00:00:00,42,68
2016-01-24T00:53:00,39,76
2016-01-24T01:53:00,36,82
2016-01-24T02:53:00,33,85
2016-01-24T03:53:00,31,92
2016-01-24T04:53:00,30,88
2016-01-24T05:53:00,29,92
2016-01-24T06:00:00,36,82
2016-01-24T06:53:00,29,92
2016-01-24T07:53:00,30,92
2016-01-24T08:53:00,41,79
2016-01-24T09:53:00,50,68
2016-01-24T10:53:00,57,60
2016-01-24T11:53:00,61,52
2016-01-24T12:00:00,61,54
2016-01-24T12:53:00,64,46
2016-01-24T13:53:00,66,45
2016-01-24T14:53:00,69,41
2016-01-24T15:53:00,69,44
2016-01-24T16:53:00,68,45
2016-01-24T17:53:00,65,54
2016-01-24T18:00:00,65,52
2016-01-24T18:53:00,62,62
2016-01-24T19:53:00,60,70
2016-01-24T20:53:00,60,75
2016-01-24T21:53:00,55,83
2016-01-24T22:53:00,53,89
2016-01-24T23:53:00,58,84
2016-01-25T00:00:00,57,83
2016-01-25T00:53:00,57,87
2016-01-25T01:53:00,53,93
2016-01-25T02:08:00,56,90
2016-01-25T02:53:00,57,87
2016-01-25T03:53:00,57,87
2016-01-25T04:53:00,57,87
2016-01-25T05:22:00,56,90
2016-01-25T05:51:00,55,88
2016-01-25T05:53:00,55,90
2016-01-25T06:53:00,58,90
2016-01-25T07:53:00,59,87
2016-01-25T08:53:00,60,86
2016-01-25T09:09:00,60,86
2016-01-25T09:53:00,62,80
2016-01-25T10:31:00,64,75
2016-01-25T10:53:00,65,73
2016-01-25T11:53:00,68,65
2016-01-25T12:08:00,69,63
2016-01-25T12:53:00,69,63
2016-01-25T13:53:00,72,55
2016-01-25T14:53:00,72,55
2016-01-25T15:53:00,71,57
2016-01-25T16:53:00,72,53
2016-01-25T17:53:00,69,57
2016-01-25T18:00:00,68,55
2016-01-25T18:53:00,58,78
2016-01-25T19:53:00,51,89
2016-01-25T20:53:00,52,93
2016-01-25T21:53:00,54,75
2016-01-25T22:53:00,56,55
2016-01-25T23:53:00,56,53
2016-01-26T00:00:00,58,46
2016-01-26T00:53:00,56,51
2016-01-26T01:53:00,53,59
2016-01-26T02:53:00,53,57
2016-01-26T03:53:00,53,55
2016-01-26T04:53:00,51,59
2016-01-26T05:53:00,50,57
2016-01-26T06:00:00,50,50
2016-01-26T06:53:00,49,56
2016-01-26T07:53:00,48,58
2016-01-26T08:53:00,48,58
2016-01-26T09:53:00,49,55
2016-01-26T10:53:00,51,50
2016-01-26T11:53:00,52,47
2016-01-26T12:00:00,50,50
2016-01-26T12:53:00,50,50
2016-01-26T13:53:00,47,74
